Production Budget,Domestic Gross
1800000,41034350
55000000,98711404
4500000,108596
3000000,2848587
2500000,118666
1900000,406216
69000000,251513985
40000000,52000688
5600000,27766
4000000,20811365
15000000,2434652
37000000,92186262
20000000,25107267
10000000,33679655
8000000,58401464
6800000,6857096
15000000,3247816
100000000,55675313
70000000,52474616
20000000,25702053
16000000,337997
2000000,636706
1987650,1044143
57500000,60128566
6750000,113568
5000000,127564
40000000,31011732
155000000,104386950
100000000,67631157
20000000,277943
11000000,93617009
60000000,90380162
50000000,32746941
20000000,117229692
18000000,145526
12500000,6797696
1600000,2595644
400000,433588
30000,9812
3000000,84752907
17000000,45710178
10000000,152857
8000000,109338
500000,237301
110000000,77222099
40000000,176591618
2000000,6531503
2000000,7294
125000000,295983305
30000000,21148651
8000000,1095369
260000000,200821936
90000000,195459
55000000,39440655
30000000,32367005
24000000,23240020
15000000,138797449
150000000,62189884
95000000,88768303
52000000,110485654
8470000,4046336
100000000,35497337
20000000,32010860
16000000,19068240
14000000,20255281
40000,25572
95000000,81562942
10000000,21416355
50000,391674
200000000,172062763
120000000,30212620
80000000,100246011
12500000,2039869
5000000,2229058
100000000,148438600
35000000,171243005
15000000,20218921
7000000,1785645
112000000,42779261
17000000,2231474
8000000,3205706
1000000,9737892
63000000,108085305
32000000,54712227
13400000,164247
5500000,1008098
4000000,120016
2500000,327716
1500000,54009150
500000,100370
30000000,35608245
20000000,23186769
1000000,48764
110000000,98780042
70000000,48475290
30000000,7502560
3800000,41914
25000000,70662220
42500000,29121498
37000000,33047633
35000000,5101237
25000000,18877153
5000000,17686929
4500000,1400726
6500000,4002293
50000000,55100437
40000000,63686397
32000000,37915414
68000000,45060734
50000000,10721033
5000000,3954651
200000,2430735
160000000,146408305
3200000,5790894
1900000,467602
40000000,58009200
40000000,37412945
27000000,79249455
5800000,542860
75000000,36392502
18000000,52698535
6000000,408159
30000000,23209310
16000000,37300107
135000000,123257581
50200000,62495645
19000000,6928068
17000000,27865571
6000000,129210
85000000,78046570
20000000,35061031
15000000,30680
90000000,143619809
40000000,38180928
25000000,11538204
38000000,58709717
25000000,53345287
5200000,564489
4000000,33245
1800000,638476
125000000,209837675
30000000,10143779
20000000,1186538
8000000,10130219
93000000,176760185
52000000,37081475
60000000,29136626
32500000,169106725
7000000,382946
5000000,2712131
2450000,180237
250000000,241063875
30000000,56816662
150000000,165249063
80000000,254464305
35000000,13305665
150000000,181030624
36000000,1069334
35000000,39046489
21000000,970816
7000000,37295394
3000000,703372
200000000,116601172
55000000,68224452
4000000,1430241
200000000,191450875
19000000,100292856
10000000,1759252
4600000,514237
195000000,352390543
40000000,24827228
110000000,85463309
30000000,135739
23000000,40962534
4500000,200558
125000000,381011219
30000000,26692846
6000000,1348205
5500000,28468
140000000,176654505
35000000,55802754
14500000,7691700
175000,1321194
163000000,100240551
110000000,142614158
50000000,84351197
19100000,1361512
13000000,1024175
6000000,5359774
1000000,568662
560000,3709
50000000,21596445
40000000,33035397
30000000,40259119
18000000,43853424
2000000,977772
80000000,80360866
35000000,117538559
500000,1131261
90000000,21295021
30000000,18298649
27000000,38536376
15000000,13843771
12000000,17479
4500000,707885
2900000,20778
1500000,184705
1800000,841056
40000000,36665854
25000000,24046682
11000000,229653
5000000,24814830
2300000,29384
900000,454121
20000000,31177548
60000000,75658097
25000000,13657115
10000000,2529395
3000000,331000
3000000,5073
750000,7706436
35000000,37306030
26000000,54544638
25000000,30542576
21000000,24149393
12000000,16311571
25000000,10324441
24000000,9659074
15000000,35060689
8000000,163753
7200000,59774
70000000,25124986
50000000,75605492
37000000,72286779
35000000,28087155
30000000,538690
4000000,1065429
190000,484592
50000000,21302340
20000000,14011084
14000000,47185
8000000,35016118
5000000,223838
4750000,1728953
2000000,34522221
50000000,127004179
3500000,253444
25000000,169705587
41000000,7204138
38000000,16928670
35000000,16816
24000000,51802742
8000000,36884
90000000,20377913
45000000,8305970
7000000,1891936
5500000,611709
5000000,104028807
3400000,5353586
1000000,2981038
130000000,149260504
45000000,13109815
35000000,37553932
27500000,4463292
250000,3395391
80000000,103028109
36000000,99967670
25000000,19490041
13000000,73013910
10000000,6861102
1500000,362239
1200000,7826
40000,3632
150000000,21392758
70000000,83552429
42000000,37662162
12000000,1188194
300000,39475
79000000,74158157
75000000,83504017
9400000,3030848
20000000,82624961
135000000,64006466
127500000,281287133
4000000,9120
180000000,73864507
85000000,46462469
45000000,88625922
20000000,5702083
10000000,14597405
16000000,44667095
40000000,42587643
28000000,37053924
9000000,11862398
145000000,209397903
125000000,186848418
80000000,133107389
25000000,2546747
90000000,102515793
130000000,77591831
7500000,3014696
50000000,75624550
13000000,303877
70000000,79883359
40000000,31847881
34800000,21443494
800000,7098492
170000000,155136755
12000000,5669081
1200000,26608
1000000,96734
135000000,187168425
27500000,30932113
25000000,66528000
14000000,29959436
7000000,1738692
3000000,18000
9000,4584
100000000,311434
70000000,62321039
58000000,49876377
23000000,18942396
10000000,749641
42000000,26414527
42000000,18620000
25000000,51580136
67500000,214030500
12000000,54731865
3000000,201436
165000000,189412677
31000000,93772375
16000000,3361
15000000,15634090
65000000,54760791
57000000,51774002
23000000,19192510
32500000,17288155
14000000,35025791
12000000,70012847
40000000,20157300
15000000,54333290
12000000,64575175
800000,29063
750000,78396
220000000,262030663
125000000,58877969
22000000,49008662
840000,3103407
42000000,138447667
10000000,4269426
6000000,5909483
80000000,408010692
1100000,4105123
1000000,5355847
150000000,83670083
85000000,64935167
225000000,623279547
12500000,10011
10000000,46383639
30000000,44338224
30000000,42073277
20000000,14326865
1200000,595018
930000,30905
25000000,60457138
12000000,91547205
12000000,793352
55000000,31051126
33000000,17142080
30000000,28700285
26000000,16008272
6000000,9204489
5250000,1200010
900000,7396
135000,408015
12000000,25326071
45000000,139854287
39000000,35287788
12500000,677200
8000000,100915
5800000,15091
65000000,59650222
209000000,65233400
37500000,41152203
8900000,176988
1100000,56491
215000000,179020854
16000000,45512466
10800000,13182281
1000000,18119640
1000000,53262945
50000000,56758835
3000000,1007535
45000000,47323100
70000000,38518613
57500000,36931089
120000,1597486
185000000,237282182
67500000,37519139
21500000,16684352
10000000,7078738
1800000,12795746
50000000,218665740
20000000,65653242
16000000,12431792
7000000,113721571
20000000,3763583
6000000,11494838
5700000,35955
3000000,446770
6000000,66351
5600000,385422
95000000,161321843
17700000,49521
2500000,33349941
275000000,448139099
225000,1109276
55000000,34353000
33000000,35074677
10000000,1291645
145000000,216391482
125000000,126477084
750000,4010957
30000000,63536011
200000000,304360277
40000000,51853450
100000000,85028192
60000000,56003051
10000000,24397469
4900000,95933
2500000,3317468
270000,319285
22000000,13749300
35000000,20275446
25000000,205505
17000000,4936819
4000000,2672413
26000000,37397291
20000000,1065907
14000000,49130588
850000,1251749
275000000,73058679
40000000,18450127
2000000,12739737
65000000,182207973
24200000,17000
300000,17241
65000000,42345531
37500000,16247159
35000000,289773
12000000,7919574
4600000,2804874
60000000,35763137
45000000,13414714
15000000,41003371
13000000,17742948
6900000,31611916
85000000,148313048
30000000,66486205
19000000,5310554
17000000,65001093
500000,134109
85000000,126181630
79000000,103860290
30000000,125014030
125000000,113203870
95000000,86907746
4000000,641054
35000000,25888412
5000000,53900335
2000000,17061
1000000,6002451
102000000,27108272
20000000,17530219
20000000,6002756
14000000,9409538
2000000,2436
150000000,79727149
4300000,188870
9200000,3047539
136200000,292324737
49000000,12816367
21000000,132092958
11000000,61611
145000000,103412758
120000000,124987022
65000000,44806783
19500000,2061449
15000000,14945541
10000000,6810754
44500000,136025503
42000000,45290318
13500000,15024049
10000000,3336053
3000000,48086903
200000,236806
250000000,303003568
52500000,95720716
40000000,37134215
9700000,6738954
60000000,80070736
40000000,19019882
35000000,67544505
25000000,12512862
100000000,162805434
65000000,148809770
25000000,77267296
55000000,9489829
30000000,66380662
1500000,2408553
195000000,65187603
18000000,1034589
13000000,25682380
12500000,292562
12000000,1703125
4500000,26345
4000000,15179303
2500000,549632
110000000,61737191
55000000,55750480
12000000,15323921
5000000,27298285
35000000,19701164
30000000,12050299
15000000,71628180
50000000,55703475
35000000,17616641
10000000,8840453
60000,4917
28000000,63914167
275000000,89302115
61000000,75612460
2500000,6852971
250000,59671
92000000,67349198
50000000,19452138
28000000,71399120
40000000,57012977
15000000,42930462
4000000,4327
3500000,17418667
200000000,408992272
10000000,1930282
10000000,173472
76000000,368065385
2500000,32244051
50000000,102118
32000000,22537881
12800000,51872378
5000000,14124286
70000000,98927592
25000000,720828
13000000,18007317
140000000,122523060
50000000,26623701
15000000,21403519
20000000,34341945
15000000,7597898
110000000,274092705
30000000,19316646
1700000,2507159
22000000,11330849
500000,152449
120000000,89107235
1500000,1165881
1250000,2850357
1200000,2859955
32500000,21819348
26000000,49875291
15000000,528731
10000000,21590086
17000000,54239856
16000000,2322593
1400000,1632
900000,6997
5000000,21502690
190000000,228778661
3450000,687185
3000000,4067398
103000000,112200072
160000000,238679850
100000000,107518682
3000000,8110621
130000000,60522097
75000000,117723989
8300000,3827466
6500000,2274649
38000000,42025135
15000000,61847
11000000,13248209
10600000,24084
225000000,291045518
1000000,4946250
200000000,268488329
190000000,202359711
150000000,73103784
43000000,159581587
23000000,36686
500000,1778
58000000,44672764
3000000,64473115
90000000,68559554
37000000,150394119
135000000,83028130
130000000,33618855
84000000,53262560
20000000,137400141
4800000,775849
1000000,486919
115000000,132556852
18000000,33404871
1500000,3491669
110000000,71017784
35000000,134506920
30000000,32172757
1900000,222098
200000000,234770996
30000000,10895295
150000000,206362140
19000000,21488481
40000000,7388654
30000000,116632095
28000000,28795985
18000000,16131410
5000000,391611
2500000,35017
60000000,31165421
38600000,6594959
20000000,26004851
500000,343706
175000,2602
18000000,10501938
10000000,28873374
5000000,44467206
120000000,93050117
50000000,90282580
30000000,36918811
5000000,83586447
2000000,3080
8000000,17550872
46000000,61002302
38000000,26947624
20000000,8888355
78000000,119793567
18000000,3419967
8500000,21569509
5500000,24477704
190000000,144840419
15000000,9177065
70000000,25135965
30000000,35266619
26000000,3254172
20000000,56671993
8500000,6263670
25000000,16973715
15000000,102003019
60000000,46000903
11000000,18388357
2500000,40041683
55000000,107136417
20000000,8008161
5250000,2450504
650000,171962
17000000,70525195
12000000,17654912
12000000,2883879
7000000,1632000
150000000,400738009
130000000,424668047
22000000,30659817
12000000,37709979
22000000,20158492
17500000,7018188
35000000,8323085
40000000,95020213
20000000,32015787
32000000,101470202
190000000,101802906
80000000,133668525
900000,16098998
250000000,258366855
40000000,150117807
35000000,83299761
25000000,52543354
50000000,127352707
80000000,36076121
175000000,38362475
100000000,116900694
91000000,58236838
40000000,29807260
25000000,37738810
170000000,333172112
30000000,30569935
16000000,705908
60000000,50577412
30000000,64251538
25000000,134202565
7000000,15821461
65000000,19075290
18000000,13371528
8000000,26068955
7000000,523511
200000000,202853933
2600000,3827060
600000,42557
30000000,30577122
20000000,84525432
13000000,38934842
60000000,12600231
20000000,23438250
13000000,48637684
80000000,23169033
28000000,30697999
50000000,91742160
22000000,59700064
1700000,4231500
5000000,32462372
61000000,167767189
16000000,14019924
6500000,84273813
1400000,260441
15000000,37880356
66000000,43568507
10000000,7779614
6000000,3322127
200000,3648
85000000,150947895
55000000,51178893
26000000,42472
10000000,1069454
1150000,60755732
100000,59424
130000000,101200044
35000000,10508518
300000,3496
170000000,259746958
13300000,2614251
4500000,11774
12000000,91386097
100000000,23022309
4000000,17329487
40000000,83911193
28000000,20396829
420000,258384
34000000,4091
2300000,59696
165000000,188017894
160000000,200676069
25000000,36447959
16000000,2013456
200000000,233921534
45000000,46290741
180000000,241407328
40000000,42720965
44000000,6105175
178000000,100206256
12000000,124872350
1000000,3122616
250000,18823
145000000,177002924
50000000,191719337
8500000,1109199
1300000,11278
100000,20056
40000000,47047013
24000000,65028687
210000000,245439076
40000000,4563029
8000000,16170632
70000000,78031620
60000000,257784718
145000000,111506430
110000000,106580051
31000000,59076019
4000000,385069
165000000,222527828
15000000,35893537
10000000,67657
50000000,59157732
40000000,38543473
9000000,71562550
6000000,3591299
1000000,336472
100000000,72688614
40000000,126573960
18000000,15160801
15000000,17237855
70000,30312
125000000,191204754
50000000,47602194
22000000,54235441
17000000,82390774
100000000,39322544
25000000,45090374
3000000,78948
250000,12848
65000000,13757804
15000000,30127963
11000000,50474843
15000000,25018119
5000000,21222315
750000,59656
70000000,8462347
18000000,150086800
5000000,10429707
1000000,767732
34000000,102427862
28000000,26017685
20000000,34296320
3000000,1821983
2000000,72277
800000,35688
60000000,50837305
55000000,101530738
5000000,340911
1600000,15600
70000000,18848538
40000000,125095601
23000000,25568251
500000,1822
70000000,55991880
50000000,47119388
28000000,66954149
13000000,44137712
5000000,17390770
5000000,2450846
3300000,13092006
2000000,6047363
25000000,33680992
80000000,85755593
50000000,50151543
26000000,26766213
18000000,42340598
5000000,56001
1000000,9837
30000000,43037835
5000000,50856010
1000000,549185
22000000,3242457
8500000,32381218
130000000,131538435
25000000,28842237
18000000,4438438
5000000,27695246
4000000,373375
170000000,208545589
4000000,25379975
450000,13486
40000000,86208010
16000000,2429989
10000000,3128941
7000000,14618727
125000000,337135885
1100000,2636
132000000,83350911
40000000,54445357
15000000,91125143
1000000,288757
120000000,58607007
36000000,42024533
13200000,52543632
12600000,10724389
5000000,851690
1000000,5284309
550000,9111
140000000,65014513
20000000,8110975
12000000,25317379
250000000,255119788
127000000,113746621
65000000,85911262
14000000,3958546
65000000,115637895
58000000,350126372
50000000,128002372
10000000,14482031
10000000,388
20000000,5749134
11000000,33307793
250000000,459005868
155000000,89760956
14500000,66013057
70000000,7889395
55000000,76223578
23000000,64460211
5000000,18656400
60000000,7696134
6000000,32251
5500000,24956
4900000,3498695
4000000,35423380
30000000,3200
12000000,22348241
9000000,21571189
7000000,31443
4000000,154356
1300000,288751
108000000,228433663
50000000,46425
7000000,546201
94000000,128261724
40000000,166167230
2000000,147299
1000000,15156
17000000,44480275
14000000,12314651
8500000,34030343
65000000,53862963
5000000,25801570
4000000,20620
180000,17503
190000000,351032910
30000000,32363404
95000000,201151353
50000000,26461644
10000000,11894
2000000,14674077
110000000,130179072
40000000,10664749
10000000,5637066
2300000,12985600
130000000,177397510
40000000,90411453
10000000,7582065
65000000,74070
22000000,16029670
3000000,37151
11000000,38322743
15000000,42725475
7700000,5336
50000000,1224330
38000000,71038190
1000000,32482090
150000,7193
30000000,42629776
25000000,129115
22500000,4200117
20000000,6485961
1900000,478595
65000000,110825712
30000000,918
10000000,52218558
25000000,19375982
150000000,153636354
29000000,183785415
5000000,7556
1000000,1036
170000000,93436322
35000000,47425125
8000000,53086
600000,3301
110000000,155190832
37000000,21052030
179000000,47482519
95000000,17223265
74000000,162994032
49000000,31569268
35000000,10219501
10000000,33078266
1500000,113169
300000000,200074175
99000000,130178411
20000000,45055776
175000000,356461711
7000000,17506470
4000000,132270
200000,1109808
68000000,81284830
20000000,42656255
17000000,195792
2000000,45431
120000000,56117548
18000000,26822144
5000000,43787265
2000000,1477002
130000000,180202163
35000000,110038130
75000,8799
90000000,78747585
30000000,52421953
13000000,1784763
12000000,32000304
31000000,58884188
150000000,195042377
33000000,176847
1000000,101531
50000,8374
35000000,34580201
9000000,1242
4500000,187112
75000000,45445109
28000000,161058685
13000000,656688
35000000,22467450
28000000,14439985
10000000,27740955
150000,5858
5000000,27288872
3000000,67790117
2000000,3591417
1200000,376976
850000,3256
48000000,89256424
20000000,52076908
150000000,35088320
30000000,17766658
12000000,17484
65000000,43309450
61000000,81697192
53000000,62575678
30000000,46889293
2000000,2583301
1200000,4254
80000000,169700110
40000000,75764672
1000000,7192291
1500000,2105
35000000,10137502
34000000,37446117
13000000,25440971
4000000,155271
1000000,6870
74000000,336045770
40000000,6738000
26000000,12279691
10000000,17472
100000,22764410
58000000,80069458
55000000,31090320
40000000,72313754
15000000,632542
13000000,14677674
80000000,27367660
14000000,4702420
10000000,18297124
5000000,2184640
300000,1711
28000000,7002261
20000000,13651946
20000000,55039
15000000,3703046
18000000,57017904
5000000,65112020
5000000,4816142
12000000,14616
100000000,25020758
28000000,70259870
25000000,12227722
20000000,2246000
20000000,538460
18000000,26302731
8900000,50136
160000000,281723902
25000000,43035725
25000000,1872994
20000000,20180155
450000,41260
187500000,123087120
40000000,5775076
37000000,109767581
215000000,652198010
8000000,6758416
306000000,936662225
90000000,85886987
30000000,87044645
100000000,28782481
62000000,54117416
60000000,56451232
50000000,150357137
35000000,34531832
8000000,3759286
5000000,20773069
900000,9097072
180000000,126643061
140000000,55483770
10000000,79042440
50000000,52853219
40000000,90862685
18000000,17062499
56000000,32766
38000000,34912982
36000000,2679437
11500000,35593113
10000000,35819556
140000000,143528619
70000000,27569558
25000000,1513793
5000000,11686940
20000000,12545979
8000000,3915251
9000000,13960394
60720000,3229457
20000000,36880033
5000000,19115191
3500000,25138705
140000000,31153464
23000000,15789389
20000000,12639297
135000000,82051601
20000000,56245075
20000000,9496130
3500000,29233
170000,166425
13000000,61705123
110000000,66184051
18000000,3712282
250000000,330360194
18000000,59689605
10000000,3400278
150000000,341268248
60000000,62524260
35000000,23083334
165000000,232641920
125000000,153707064
40000000,67209615
175000000,364001123
31500000,14708696
20000000,54030051
5000000,3220371
115000000,48003015
3000000,3127773
1500000,510957
20000000,8813410
15000000,20591853
60000000,709982
28000000,10907291
22000000,30080225
175000000,325100054
12700000,1022720
27000000,41012075
4000000,10753574
73000000,107509366
50000000,36261763
35000000,55340730
178000000,155442489
170000000,77042381
250000000,408084349
9000000,248795
200000000,486295561
50000000,127440871
165000000,103144286
50000000,20810036
13000000,55121623
7500000,1333124
3000000,4210454
2500000,5205471
45000000,75395035
10000000,15861566
8500000,20007149
47500000,15436808
144000000,128350574
5000000,13099931
185000000,158848340
105000000,64063008
5000000,67268835
3000000,4417983
20000000,38583626
120000000,162192920
20000000,113257297
135000000,183637894
10000000,26594261
3500000,182695
29000000,63077560
1000000,231738
75000000,368384330
33000000,46009673
95000000,26410477
55000000,48023088
50000000,43034523
20000000,4712792
10000000,89217875
9000000,2000093
60000000,125070033
10000000,29747603
10000000,150191
45000000,54767494
20000000,151101803
50000000,21587519
35000000,24139805
10000000,20777061
90000000,93427848
70000000,72679278
11900000,2022115
156000000,61433527
110000000,87242834
160000000,47225655
90000000,65075540
40000000,102470008
17000000,1361045
40000000,86260045
10000000,23591043
2100000,3330
60000000,58697076
20000000,73206343
9000000,35144505
1500000,27854931
1500000,2082980
75000000,34355263
35000000,6864016
16800000,6469813
13000000,18704596
5000000,72082999
5000000,9669521
1000000,63014
47000000,100546139
40000000,1738477
17000000,42065185
10000000,6900335
180000000,234037575
22500000,10663357
16000000,5083906
9000000,14431633
8500000,47695371
8000000,82703
150000000,248757044
26700000,3652206
18000000,3500605
12000000,51728731
77500000,1311213
58000000,363070709
50000000,28848693
37000000,46843513
65000000,76233151
29000000,27383770
19000000,97670358
12000000,27007844
200000000,532177324
36000000,31016021
125000000,54647948
110000000,100014092
75000000,270329045
40000000,31886361
46500000,7100177
38000000,60323786
65000000,10378555
25000000,169374490
125000000,33370166
7400000,22395806
85000000,44898413
15000000,12786243
5000000,138141585
40000000,26844692
25000000,64321890
27000,3547
150000000,395674792
38000000,72498466
150000000,45157105
25000000,32187017
60000000,9420546
29200000,2280004
21000000,557241
5000000,175484140
25000000,27793018
2000000,35312
127000000,226277068
160000000,504014165
18000000,2395410
5000000,10166820
120000000,85364450
58000000,30223972
25000000,18600152
125000000,174678355
110000000,40563557
250000000,225764765
90000000,8224288
12000000,11368012
10000000,1799322
30000000,18985794
20000000,587470
18000000,20497844
200000000,387805844
22000000,20710572
10000000,34121140
60000000,58060186
230000000,171037086
43000000,3740823
45000000,44900235
20000000,21906917
217000000,128866562
34000000,92558357
75000000,231351340
40000000,24938902
60000000,45011202
24000000,45018541
175000000,279991585
152000000,120086079
12000000,12929463
180000000,31023132
150000000,104641608
28000000,67206670
50000000,27365212
30000000,20095325
1000000,130874
195000000,79741080
5000000,13845101
80000000,175750384
55000000,114434010
40000000,92029184
185000000,168052812
175000000,39175066
42000000,45850343
